ENSEMBLE,COMPOSER,WORK,COMP.CODE,ARR.CODE,COMP.LIVE,ARR.LIVE,LAO.GROUP
Boise,Weber,Overture to Der Freischutz,1,,2,,5
Chattanooga,Weber,Overture to Der Freischutz,1,,2,,6
Colorado Springs,Weber,Overture to Oberon,1,,2,,3
Detroit,Weber,Overture to Oberon,1,,2,,1
Grant Park,Weber,Overture to Preciosa,1,,2,,3
Greensboro,Weber,Overture to Der Freischutz,1,,2,,5
Madison,Weber,Overture to Euryanthe,1,,2,,3
Memphis,Weber,Overture to Der Freischutz,1,,2,,3
Rochester,Weber,Passacaglia,1,,2,,2
Baltimore,Webern,Six Pieces for Orchestra,1,,2,,1
Houston,Webern,Im Sommerwind,1,,2,,1
Los Angeles,Webern,Concerto for Nine Instruments,1,,2,,1
Los Angeles,Webern,Six Pieces for Orchestra,1,,2,,1
Minnesota,Webern,Im Sommerwind,1,,2,,1
Pittsburgh,Webern,Im Sommerwind,1,,2,,1
Las Vegas,Weill,"""Mack the Knife"" from The Threepenny Opera",1,,2,,5
Las Vegas,Weill,Four Walt Whitman Songs,1,,2,,5
Las Vegas,Weill,The Seven Deadly Sins,1,,2,,5
Los Angeles,Weill,Concerto for Violin and Wind Orchestra,1,,2,,1
Los Angeles,Weill,The Seven Deadly Sins,1,,2,,1
Orpheus,Weill,Concerto for Violin and Wind Orchestra,1,,2,,2
San Antonio,Weill,Concerto for Violin and Wind Orchestra,1,,2,,6
Indianapolis,Weinberg,Symphony No. 3,1,,2,,1
San Francisco,Weinberg,Violin Concerto,1,,2,,1
Seattle,Weinberg,Violin Concerto,1,,2,,1
Austin,Westlake/Attar,Compassion,1,1,2,1,3
Florida,"Whitacre, Eric",Deep Field,1,,1,,2
Florida,"Whitacre, Eric",Equus,1,,1,,2
Orlando,"Whitacre, Eric",Deep Field,1,,1,,3
Houston,"Widmann, Jörg",Con Brio,1,,1,,1
New York,"Widmann, Jörg",Babylon Suite,1,,1,,1
San Francisco,"Widmann, Jörg",Con Brio,1,,1,,1
Canton,Widor/Zimmermann,Toccata for Organ and Orchestra,1,1,2,2,5
Atlanta,Wieniawski,Violin Concerto No. 2,1,,2,,1
Chicago,Wieniawski,Violin Concerto No. 1,1,,2,,1
Seattle,"Wigglesworth, Ryan",Mozart Variations,1,,1,,1
Baltimore,"Williams, John",Three Pieces from Schindler's List,1,,1,,1
Long Beach,"Williams, John","""Hatikvah"" from Munich""",1,,1,,6
Long Beach,"Williams, John",Schindler's List Theme,1,,1,,6
Louisville,"Williams, John",Three Pieces from Schindler's List,1,,1,,3
Pacific,"Williams, John",Tribute to Seiji,1,,1,,1
Philadelphia,"Williams, John",Harry Potter selections,1,,1,,1
St. Louis,"Williams, John",Violin Concerto,1,,1,,1
Utah,"Williams, John",Star Wars (Main Theme),1,,1,,1
Wichita,"Williams, John",Cowboy Overture,1,,1,,4
Cincinnati,"Winstead, William",New Work,1,,1,,1
Cincinnati,Ysaÿe,Exil!,1,,2,,1
Oklahoma City,"Zappa, Frank",Dog Breath Variations,1,,2,,3
Cincinnati,Zelenka,Sinfonia á 8,1,,2,,1
Cleveland,Zemlinsky,Sinfonietta,1,,2,,1
Naples,Zemlinsky,The Mermaid,1,,2,,2
Richmond,Zemlinsky,Psalm 23,1,,2,,3
San Francisco,"Zigman, Aaron",Tango Manos,1,,1,,1
Cincinnati,"Adolphe, Julia",Cello Concerto,2,,1,,1
Los Angeles,"Adolphe, Julia",Cello Concerto,2,,1,,1
Baltimore,"Auerbach, Lera","Eve’s Lament – O Flowers, That Never Will Grow",2,,1,,1
North Carolina,"Auerbach, Lera",Icarus,2,,1,,2
Philadelphia,"Auerbach, Lera",Icarus,2,,1,,1
St. Louis,"Auerbach, Lera",Icarus,2,,1,,1
LA Chamber,"Bacewicz, Grazyna",Concerto for String Orchestra,2,,2,,2
National Symphony,"Bacewicz, Grazyna",Overture,2,,2,,1
St. Paul Chamber,"Bacewicz, Grazyna",Concerto for String Orchestra,2,,2,,1
Indianapolis,"Balch, Katherine",Impromptu,2,,1,,1
California,"Balch, Katherine",Cantata for Orchestra and 3 Voices,2,,1,,5
Santa Rosa,"Balch, Katherine",like a broken clock,2,,1,,3
Grant Park,"Beach, Amy",Variations on a Balkan Theme,2,,2,,3
Rockford,"Beach, Amy",Allegro di molto from Gaelic Symphony,2,,2,,5
River Oaks,"Bielawa, Lisa",Centuries in the Hours,2,,1,,5
New York,Björk,"Virus, Joga, All is Full of Love, and Undo",2,,1,,1
Canton,"Bordorová, Sylvie",Concerto dei Fiori,2,,1,,5
Arkansas,"Boulanger, Lili",Of a Spring Morning,2,,2,,3
Chattanooga,"Boulanger, Lili",Of a Spring Morning,2,,2,,6
Cincinnati,"Boulanger, Lili",Of a Spring Morning,2,,2,,1
Fort Worth,"Boulanger, Lili",Of a Spring Morning,2,,2,,2
Grand Rapids,"Boulanger, Lili",Of a Sad Evening,2,,2,,2
Grand Rapids,"Boulanger, Lili",Of a Spring Morning,2,,2,,2
Los Angeles,"Boulanger, Lili",Of a Spring Morning,2,,2,,1
North Carolina,"Boulanger, Lili",Of a Sad Evening,2,,2,,2
Omaha,"Boulanger, Lili",Of a Spring Morning,2,,2,,2
Oregon,"Boulanger, Lili",Of a Sad Evening,2,,2,,1
Oregon,"Boulanger, Lili",Of a Spring Morning,2,,2,,1
Philadelphia,"Boulanger, Lili",Of a Sad Evening,2,,2,,1
Rochester,"Boulanger, Lili",Of a Sad Evening,2,,2,,2
Rochester,"Boulanger, Lili",Of a Spring Morning,2,,2,,2
San Diego,"Boulanger, Lili",Of a Spring Morning,2,,2,,1
San Francisco,"Boulanger, Lili",Of a Spring Morning,2,,2,,1
Silicon Valley,"Boulanger, Lili",D'un Matin De Printemps,2,,2,,3
Silicon Valley,"Boulanger, Lili",D'un Soir Triste,2,,2,,3
Tacoma,"Boulanger, Lili",Of a Spring Morning,2,,2,,5
Toledo,"Boulanger, Lili",Of a Sad Evening,2,,2,,3
York,"Boulanger, Lili",Of a Spring Morning,2,,2,,5
Tacoma,"Boulanger, Nadia",Fantasy for Piano and Orchestra,2,,2,,5
Akron,"Clyne, Anna",Masquerade,2,,1,,5
Baltimore,"Clyne, Anna",Color Field,2,,1,,1
Baltimore,"Clyne, Anna",Restless Oceans,2,,1,,1
Chautauqua,"Clyne, Anna",Cello Concerto,2,,1,,6
Colorado,"Clyne, Anna",Masquerade,2,,1,,6
Hartford,"Clyne, Anna",Within Her Arms,2,,1,,3
Indianapolis,"Clyne, Anna",This Midnight Hour,2,,1,,1
Kansas City,"Clyne, Anna",This Midnight Hour,2,,1,,2
Las Vegas,"Clyne, Anna",Masquerade,2,,1,,5
Louisville,"Clyne, Anna",Night Ferry,2,,1,,3
Minnesota,"Clyne, Anna",This Midnight Hour,2,,1,,1
Mobile,"Clyne, Anna",Masquerade,2,,1,,5
New Jersey,"Clyne, Anna",Within Her Arms,2,,1,,2
Oklahoma City,"Clyne, Anna",RIFT,2,,1,,3
Orlando,"Clyne, Anna",Masquerade,2,,1,,3
Philadelphia,"Clyne, Anna",This Midnight Hour,2,,1,,1
Princeton,"Clyne, Anna",Masquerade,2,,1,,5
Rockford,"Clyne, Anna",Masquerade,2,,1,,5
Santa Rosa,"Clyne, Anna",Masquerade,2,,1,,3
Savannah,"Clyne, Anna",Masquerade,2,,1,,5
Seattle,"Clyne, Anna",Within Her Arms,2,,1,,1
South Bend,"Clyne, Anna",This Midnight Hour,2,,1,,5
St. Louis,"Clyne, Anna",This Midnight Hour,2,,1,,1
Virginia,"Clyne, Anna",Masquerade,2,,1,,3
Wichita,"Clyne, Anna",Masquerade,2,,1,,4
York,"Clyne, Anna",Within Her Arms,2,,1,,5
Rockford,"Coleman, Linda Robbins",For a Beautiful Land,2,,1,,5
Chattanooga,"Dabic, Jelena",Beethaphase,2,,1,,6
Savannah,"Daley, Eleanor",Requiem,2,,1,,5
Colorado Springs,"Damström, Cecilia",Tundo!,2,,1,,3
Chattanooga,"Diemer, Emma Lou",Homage to Tchaikovsky,2,,1,,6
Orchestra Iowa,"Doolittle, Emily",A Short Slow Life,2,,1,,4
Portland,"Elkington, Lillian",Out of the Mist,2,,2,,3
North Carolina,Farrenc,Overture,2,,2,,2
Orpheus,Farrenc,Nonet in E-flat Major,2,,2,,2
Philadelphia,Farrenc,Symphony No. 2,2,,2,,1
St. Paul Chamber,Farrenc,Symphony No. 3,2,,2,,1
River Oaks,"Finck, Ledah",New work,2,,1,,5
Philadelphia,"Firsova, Elena",The Garden of Dreams: Hommage to Shostakovich,2,,1,,1
River Oaks,"Ganz, Isabelle",New work,2,,1,,5
Grant Park,"Garrop, Stacy",Shiva Dances,2,,1,,3
Wichita,"Garrop, Stacy",Pandora Undone,2,,1,,4
Seattle,"Giteck, Janice",Potlatch Symphony 2020,2,,1,,1
Seattle,"Giteck, Janice",Potlatch Symphony 2020,2,,1,,1
Chicago Sinfonietta,"Griffin, Patty/Hardeman, Jherrard",Up to the Mountain,2,3,1,1,4
Boston,"Grigorjeva, Galina",On Leaving (for choir),2,,1,,1
Boston,"Grime, Helen",Limina,2,,1,,1
Milwaukee,"Grime, Helen",Everyone Sang,2,,1,,1
Promusica Chamber,"Grime, Helen",Percussion Concerto,2,,1,,6
San Diego,"Gubaidulina, Sofia",Fairytale Poem,2,,1,,1
St. Louis,"Gubaidulina, Sofia",Offertorium,2,,1,,1
Allentown,"Higdon, Jennifer",blue cathedral,2,,1,,3
Arkansas,"Higdon, Jennifer",Concerto 4-3,2,,1,,3
Atlanta,"Higdon, Jennifer",Concerto for Orchestra,2,,1,,1
Buffalo,"Higdon, Jennifer",Concerto 4-3,2,,1,,2
Canton,"Higdon, Jennifer",blue cathedral,2,,1,,5
Chicago,"Higdon, Jennifer",blue cathedral,2,,1,,1
Colorado,"Higdon, Jennifer",Concerto for Orchestra,2,,1,,6
Eugene,"Higdon, Jennifer",Viola Concerto,2,,1,,4
Grant Park,"Higdon, Jennifer",blue cathedral,2,,1,,3
Indianapolis,"Higdon, Jennifer",All Things Majestic,2,,1,,1
Kalamazoo,"Higdon, Jennifer",Machine,2,,1,,5
Louisiana,"Higdon, Jennifer",Violin Concerto,2,,1,,3
Nashville,"Higdon, Jennifer",Low Brass Concerto,2,,1,,1
National Symphony,"Higdon, Jennifer",blue cathedral,2,,1,,1
New York,"Higdon, Jennifer",blue cathedral,2,,1,,1
North Carolina,"Higdon, Jennifer",Low Brass Concerto,2,,1,,2
Quad City,"Higdon, Jennifer",Soliloquy for Cello and String Orchestra,2,,1,,4
Quad City,"Higdon, Jennifer",Viola Concerto,2,,1,,4
Reading,"Higdon, Jennifer",blue cathedral,2,,1,,6
Reno,"Higdon, Jennifer",All Things Majestic,2,,1,,4
San Antonio,"Higdon, Jennifer",Dance Card,2,,1,,6
St. Louis,"Higdon, Jennifer",blue cathedral,2,,1,,1
Toledo,"Higdon, Jennifer",Concerto for Orchestra,2,,1,,3
West Virginia,"Higdon, Jennifer",Blue Cathedral,2,,1,,3
Wichita,"Higdon, Jennifer",Concerto for Harp and Orchestra,2,,1,,4
Winston-Salem,"Higdon, Jennifer",Low Brass Concerto,2,,1,,4
York,"Higdon, Jennifer",Loco,2,,1,,5
Portland,"Holcomb, Robin",No Thing Lives to Itself,2,,1,,3
Philadelphia,"Hunt, Jessica",Climb,2,,1,,1
Chicago Sinfonietta,"Issac, Michelle",Earth Triptych (one movement),2,,1,,4
Boston,"Jolas, Betsy",Letters from Bachville,2,,1,,1
Philadelphia,"Jolas, Betsy",A Little Summer Suite,2,,1,,1
Charlotte,"Kuster, Kristen",Moxie,2,,1,,2
Seattle,"Langer, Elena",Figaro Gets a Divorce Suite,2,,1,,1
Colorado,"Larsen, Libby",Deep Summer Music,2,,1,,6
Rockford,"Larsen, Libby",Deep Summer Music,2,,1,,5
Indianapolis,"Lash, Hannah",Forestallings,2,,1,,1
Seattle,"Lash, Hannah",Double Harp Concerto,2,,1,,1
Stamford,"Lash, Hannah",Chaconnes,2,,1,,5
Albany,"Loiacono, Loren",muse.mute.mate.made,2,,1,,4
Chicago,"Mazzoli, Missy",Orpheus Undone,2,,1,,1
Colorado,"Mazzoli, Missy",Holy Roller,2,,1,,6
Eugene,"Mazzoli, Missy",Sinfonia (for Orbiting Spheres),2,,1,,4
Knoxville,"Mazzoli, Missy",These Worlds in Us,2,,1,,3
LA Chamber,"Mazzoli, Missy",Dark with Excessive Bright for Double Bass and Strings,2,,1,,2
Louisville,"Mazzoli, Missy",River Rouge Transfiguration,2,,1,,3
Oklahoma City,"Mazzoli, Missy",Sinfonia (for Orbiting Spheres),2,,1,,3
Omaha,"Mazzoli, Missy",Dark with Excessive Bright for Double Bass and Strings,2,,1,,2
Oregon,"Mazzoli, Missy",Sinfonia (for Orbiting Spheres),2,,1,,1
Orlando,"Mazzoli, Missy",River Rouge Transfiguration,2,,1,,3
River Oaks,"Mazzoli, Missy",Sinfonia (for Orbiting Spheres),2,,1,,5
Rockford,"Mazzoli, Missy",Sinfonia (for Orbiting Spheres),2,,1,,5
San Antonio,"Mazzoli, Missy",Holy Roller,2,,1,,6
Santa Rosa,"Mazzoli, Missy",Sinfonia (for Orbiting Spheres),2,,1,,3
Savannah,"Mazzoli, Missy",River Rouge Transfiguration,2,,1,,5
St. Paul Chamber,"Mazzoli, Missy",Dark with Excessive Bright for Double Bass and Strings,2,,1,,1
Buffalo,"McTee, Cindy",Circuits,2,,1,,2
Rochester,"McTee, Cindy",Einstein's Dreams,2,,1,,2
Arkansas,"Mendelssohn, Fanny",Overture in C Major,2,,2,,3
Baltimore,"Mendelssohn, Fanny",Overture in C Major,2,,2,,1
LA Chamber,"Mendelssohn, Fanny",Overture in C Major,2,,2,,2
North Carolina,"Mendelssohn, Fanny",Overture in C Major,2,,2,,2
Alabama,"Musgrave, Thea",Rainbow,2,,1,,3
Minnesota,"Nazaykinskaya, Polina",Winter Bells,2,,1,,1
Cleveland,"Neuwirth, Olga",Masaot/Clocks Without Hands,2,,1,,1
New York,"Neuwirth, Olga",Keyframes for a Hippogriff — Musical Calligrams,2,,1,,1
Seattle,"Neuwirth, Olga",Aello – ballet mecanomorphe,2,,1,,1
Rochester,"Peacocke, Gemma",All on Fire,2,,1,,2
Seattle,"Poteat, Angelique",Cello Concerto,2,,1,,1
Seattle,"Poteat, Angelique",New work for Youth Chorus and Orchestra,2,,1,,1
Phoenix,"Purrington, Hilary",Likely Pictures in Haphazard Sky,2,,1,,2
River Oaks,"Purrington, Hilary",New work,2,,1,,5
New York,"Reid, Ellen",When the World as You've Known It Doesn't Exist,2,,1,,1
Pasadena,"Reid, Ellen",Petrichor,2,,1,,6
Dallas,"Saariaho, Kaija",The Magic Lantern,2,,1,,1
Los Angeles,"Saariaho, Kaija",Vista,2,,1,,1
Milwaukee,"Saariaho, Kaija",Ciel d'hiver,2,,1,,1
Minnesota,"Saariaho, Kaija",Ciel d'hiver,2,,1,,1
Utah,"Saariaho, Kaija",Asteroid 4179,2,,1,,1
River Oaks,"Salfelder, Kate",Ephemera,2,,1,,5
Albany,"Schumann, Clara",Piano Concerto,2,,2,,4
Canton,"Schumann, Clara",Piano Concerto,2,,2,,5
Long Beach,"Schumann, Clara",Piano Concerto,2,,2,,6
New Jersey,"Schumann, Clara",Piano Concerto,2,,2,,2
Richmond,"Schumann, Clara",Piano Concerto,2,,2,,3
Philadelphia,"Šerkšnytė, Raminta",De Profundis,2,,1,,1
San Francisco,"Šerkšnytė, Raminta",Fires,2,,1,,1
River Oaks,"Shatin, Judith",Ice Becomes Water,2,,1,,5
Cincinnati,"Shaw, Caroline",Observatory,2,,1,,1
North Carolina,"Shaw, Caroline",The Listeners,2,,1,,2
Oregon,"Shaw, Caroline",Partita for 8 Voices (Roomful of Teeth)*,2,,1,,1
Pasadena,"Shaw, Caroline","Red, Red Rose",2,,1,,6
Promusica Chamber,"Shaw, Caroline",Blueprint for String Quartet,2,,1,,6
Promusica Chamber,"Shaw, Caroline",Entre'acte,2,,1,,6
Promusica Chamber,"Shaw, Caroline",Is A Rose,2,,1,,6
San Antonio,"Shaw, Caroline",Entre'acte,2,,1,,6
Tucson,"Shaw, Caroline",Entre'acte,2,,1,,3
Virginia,"Shaw, Caroline",Lo,2,,1,,3
Virginia,"Shaw, Caroline",Other Song,2,,1,,3
Virginia,"Shaw, Caroline","Red, Red Rose",2,,1,,3
Utah,"Sierra, Arlene",Moler,2,,1,,1
Fort Worth,"Sigfúsdóttir, María",Clockworking,2,,1,,2
Charlotte,"Smith, Gabriela",Field Guide,2,,1,,2
Cincinnati,"Smith, Gabriela",f(x) = xsin2x+x,2,,1,,1
LA Chamber,"Smith, Gabriela",Riprap for Marimba and Strings,2,,1,,2
Oregon,"Smith, Gabriela",Bioluminescence Chaconne,2,,1,,1
Akron,"Smyth, Dame Ethel",The Wreckers Overture,2,,2,,5
Albany,"Smyth, Dame Ethel",Concerto for Horn and Violin,2,,2,,4
North Carolina,"Smyth, Dame Ethel",On the Cliffs of Cornwall,2,,2,,2
New Jersey,"Snider, Sarah Kirkland",Hiraeth,2,,1,,2
New York,"Snider, Sarah Kirkland",Forward Into Light,2,,1,,1
Phoenix,"Snider, Sarah Kirkland",Something for the Dark,2,,1,,2
Reno,"Snider, Sarah Kirkland",Something for the Dark,2,,1,,4
Rochester,Tailleferre,Ouverture pour orchestre,2,,2,,2
Detroit,"Tarkiainen, Outi",Midnight Sun Variations,2,,1,,1
Houston,"Tarkiainen, Outi",Midnight Sun Variations,2,,1,,1
St. Louis,"Tarkiainen, Outi",Midnight Sun Variations,2,,1,,1
Detroit,"Temple, Alex",Liebeslied,2,,1,,1
Dallas,"Thomas, Augusta Read",Aureole,2,,1,,1
Nashville,"Thomas, Augusta Read",Brio,2,,1,,1
Phoenix,"Thomas, Augusta Read",EOS (Goddess of the Dawn),2,,1,,2
Boston,"Thorvaldsdottir, Anna",Metacosmos,2,,1,,1
Los Angeles,"Thorvaldsdottir, Anna",Metacosmos,2,,1,,1
Oklahoma City,"Tietz, Dacey",Adventurous Voyage,2,,1,,3
Akron,"Tower, Joan",Made in America,2,,1,,5
Albany,"Tower, Joan",Last Dance,2,,1,,4
Ann Arbor,"Tower, Joan",Made in America,2,,1,,5
Reading,"Tower, Joan",Made in America,2,,1,,6
Richmond,"Tower, Joan",Fanfare for the Uncommon Woman,2,,1,,3
York,"Tower, Joan",Made in America,2,,1,,5
Phoenix,Ustvolskaya,Piano Concerto,2,,2,,2
Rochester,Ustvolskaya,Symphonic Poem No. 2,2,,2,,2
Savannah,"Walker, Gwyneth",And Death Shall Have No Dominion,2,,1,,5
Albany,"Warshaw, Dalit",Theremin Concerto,2,,1,,4
Baltimore,"Wennäkoski, Lotta",Hava,2,,1,,1
Seattle,"Wennäkoski, Lotta",Flounce,2,,1,,1
North Carolina,"Williams, Grace",Sea Sketches,2,,2,,2
Cincinnati,"Wolfe, Julia",Fountain of Youth,2,,1,,1
Dallas,"Wolfe, Julia",Fountain of Youth,2,,1,,1
Detroit,"Wolfe, Julia",Fountain of Youth,2,,1,,1
Los Angeles,"Wolfe, Julia",Flower Power,2,,1,,1
National Symphony,"Wolfe, Julia",Fountain of Youth,2,,1,,1
North Carolina,"Wolfe, Julia","Big, Beautiful, Dark, and Scary",2,,1,,2
Pittsburgh,"Wolfe, Julia",Fountain of Youth,2,,1,,1
San Francisco,"Wolfe, Julia",Fountain of Youth,2,,1,,1
Santa Barbara,"Wolfe, Julia",Fuel for strings,2,,1,,3
Grant Park,"Zwillich, Ellen Taafe",Jubilation,2,,1,,3
Pasadena,"Abels, Michael",New work,3,,1,,6
Richmond,"Abels, Michael",Delights and Dances,3,,1,,3
Fort Worth,"Agudelo, Victor",Algor ra a suceder,3,,1,,2
Augusta,"Aguila, Miguel del",Salon Buenos Aires,3,,1,,5
Augusta,"Aguila, Miguel del",The Fall of Cuzco,3,,1,,5
Augusta,"Aguila, Miguel del",The Giant Guitar,3,,1,,5
Augusta,"Aguila, Miguel del",Violin Concerto,3,,1,,5
Oregon,"Akiho, Andy",Percussion Concerto,3,,1,,1
River Oaks,"Al-Zand, Karim",New work,3,,1,,5
Chicago Sinfonietta,"Arroyo, Fernando",Earth Triptych (one movement),3,,1,,4
Santa Rosa,"Barba, Enrico Chapela",New work for Mariachi & Orchestra,3,,1,,3
River Oaks,"Basulto, Alejandro",New work,3,,1,,5
River Oaks,"Basulto, Alejandro",Triptico de Luz,3,,1,,5
Eugene,"Bunch, Kenji",Groovebox Variations,3,,1,,4
Kansas City,"Bunch, Kenji",Chorus Mysticus,3,,1,,2
Pacific,"Carreño, Inocente",Margariteña,3,,2,,1
Phoenix,"Carreño, Inocente",Margariteña,3,,2,,2
Louisiana,"Castellanos, Evencio",Santa Cruz de Pacairigua,3,,2,,3
Boston,"Coleridge-Taylor, Samuel",Petite Suite de Concert,3,,2,,1
Tucson,"Coleridge-Taylor, Samuel",African Suite: Danse négre,3,,2,,3
LA Chamber,"Contreras, Juan Pablo",New work,3,,1,,2
San Diego,"D'Rivera, Paquito",New Trumpet Concerto,3,,1,,1
Cincinnati,Ellington,Harlem,3,,2,,1
Cincinnati,Ellington,New World a' Comin',3,,2,,1
Jacksonville,Ellington,Celebration,3,,2,,2
Memphis,Ellington,Unnamed work,3,,2,,3
Ann Arbor,Ellington/Strayhorn,Nutcracker Suite,3,3,2,2,5
Chautauqua,Ellington/Strayhorn,Nutcracker Suite,3,3,2,2,6
National Symphony,Ellington/Strayhorn,Nutcracker Suite,3,3,2,2,1
Amarillo,"Elsaffar, Amin",Sounds of the Middle East,3,,1,,5
Spokane,"Esctacio, John",Solaris,3,,1,,3
San Diego,"Estévez, Antonio",Melodía en el Llano,3,,2,,1
Tucson,"Estévez, Antonio",Melodía en el Llano,3,,2,,3
Detroit,"Fairouz, Mohammed",An Affirming Flame,3,,1,,1
Colorado Springs,"Flores, Pacho",Morocota,3,,1,,3
Arkansas,Ginastera,Variaciones concertantes,3,,2,,3
Midland-Odessa,Guan Xia,Overture,3,,1,,5
Philadelphia,"Habibi, Iman",Jeder Baum spricht,3,,1,,1
Princeton,"Haddad, Saad",New work for clarinet and orchestra,3,,1,,5
Cincinnati,"Hailstork, Adolphus",An American Port of Call,3,,1,,1
Louisiana,"Hailstork, Adolphus",Symphony No. 1,3,,1,,3
Nashville,"Hailstork, Adolphus",An American Port of Call,3,,1,,1
Savannah,"Hailstork, Adolphus",The Gift of the Magi,3,,1,,5
Seattle,Huang Ruo,Folk Songs for Orchestra,3,,1,,1
River Oaks,"Ikegwuonu, Desmond",New work,3,,1,,5
Alabama,"Izcaray, Carlos",Cello Concerto,3,,1,,3
Charleston,"Jenkins, Edmond Thornton",Charlestonia,3,,2,,3
Detroit,"Johnson, J.W./Johnson, J.R.",Lift Ev'ry Voice and Sing,3,,2,,1
Seattle,"Kidane, Daniel",Dream Song,3,,1,,1
Oregon,"Kim, Texu",Spin Flip,3,,1,,1
San Diego,"Kim, Texu",Spin Flip,3,,1,,1
Los Angeles,"Lara, Felipe",Double Concerto,3,,1,,1
River Oaks,"Lau, Kevin",Erhu Concerto,3,,1,,5
Boston,"Lee III, James",Sukkot Through Orion’s Nebula,3,,1,,1
Chicago,"Lee III, James",Sukkot Through Orion's Nebula,3,,1,,1
Cincinnati,"Lee III, James",Sukkot Through Orion’s Nebula,3,,1,,1
Detroit,"Lee III, James",Amer'ican,3,,1,,1
Louisiana,"Lee III, James",Sukkot Through Orion’s Nebula,3,,1,,3
Louisville,"Lee III, James",Emotive Transformations,3,,1,,3
Chicago Sinfonietta,"Legend, John/Common","Glory (from ""Thelma"")",3,3,1,1,4
Tucson,"Lopez-Hanshaw, Robert",New work,3,,1,,3
Alabama,"López, Jimmy",Fiesta!,3,,1,,3
Grant Park,"López, Jimmy",Fiesta!,3,,1,,3
Houston,"López, Jimmy",Dreamers Oratorio,3,,1,,1
Houston,"López, Jimmy","Symphony No. 2 ""Ad Astra""",3,,1,,1
Ann Arbor,Márquez,Danzon No. 2,3,,1,,5
Chicago Sinfonietta,Márquez,Conge del Fuego,3,,1,,4
Colorado Springs,Márquez,Concierto de Otoño,3,,1,,3
Evansville,Márquez,Danzon No. 2,3,,1,,5
Long Beach,Márquez,Concerto for Harp,3,,1,,6
Louisiana,Márquez,Concierto de Otoño,3,,1,,3
Pasadena,Márquez,Danzon No. 2,3,,1,,6
Portland,Márquez,Concerto for Harp,3,,1,,3
Reno,Márquez,Danzon No. 2,3,,1,,4
Savannah,Márquez,Danzon No. 2,3,,1,,5
Chautauqua,"Marsalis, Wynton","Symphony No. 4 ""The Jungle""",3,,1,,6
Philadelphia,"Marsalis, Wynton",Blues Symphony,3,,1,,1
San Francisco,"Marsalis, Wynton",Violin Concerto,3,,1,,1
Santa Cruz,Moncayo,Huapango,3,,2,,5
Atlanta,"Nabors, Brian",New work,3,,1,,1
River Oaks,"Nabors, Brian",New work,3,,1,,5
Cape,"Ndodana-Breen, Bongani",African Kaddish,3,,1,,4
Grand Rapids,"Nobre, Marlos",Kabbalah,3,,1,,2
Alabama,Piazzolla,Tangazo,3,,2,,3
Allentown,Piazzolla,The Four Seasons of Buenos Aires,3,,2,,3
Buffalo,Piazzolla,Las Cuatro Estaciones Portenas,3,,2,,2
Buffalo,Piazzolla,Libertango,3,,2,,2
Chicago,Piazzolla,The Four Seasons of Buenos Aires,3,,2,,1
Colorado Springs,Piazzolla,The Four Seasons of Buenos Aires,3,,2,,3
Memphis,Piazzolla,The Four Seasons of Buenos Aires,3,,2,,3
National Symphony,Piazzolla,Libertango,3,,2,,1
National Symphony,Piazzolla,The Four Seasons of Buenos Aires,3,,2,,1
Orpheus,Piazzolla,Libertango,3,,2,,2
Orpheus,Piazzolla,The Four Seasons of Buenos Aires,3,,2,,2
Pasadena,Piazzolla,"""Spring"" from The Four Seasons of Buenos Aires",3,,2,,6
New Jersey,Qigang Chen,La joie de la souffrance for Violin and Orchestra,3,,1,,2
South Bend,"Ranjbaran, Behzad",Seven Passages,3,,1,,5
Oregon,Revueltas,La Noche de los Mayas,3,,2,,1
Reno,Revueltas,La Noche de los Mayas,3,,2,,4
Utah,Revueltas,Sensemayá,3,,2,,1
Baltimore,"Roumain, Daniel Bernard",Voodoo Violin Concerto,3,,1,,1
Grant Park,"Roustom, Kareem","Turn to The World, a Whitman Cantata",3,,1,,3
Louisiana,"Shaheen, Simon",Concerto for Oud,3,,1,,3
Ann Arbor,"Sierra, Roberto",Concerto for Saxophones and Orchestra,3,,1,,5
Louisiana,"Sierra, Roberto",Fandangos,3,,1,,3
Philadelphia,"Simon, Carlos",Fate Now Conquers,3,,1,,1
Seattle,"Sorey, Tyshawn",New work for Cello and Orchestra,3,,1,,1
LA Chamber,"Spiva Jr., Derrick","Prisms, cycles, leaps Part III",3,,1,,2
Arkansas,"Still, William Grant",Festive Overture,3,,2,,3
Augusta,"Still, William Grant",Poem for Orchestra,3,,2,,5
Boston,"Still, William Grant",Symphony No. 1,3,,2,,1
Chicago,"Still, William Grant",Mother and Child,3,,2,,1
Cincinnati,"Still, William Grant",Symphony No. 1,3,,2,,1
Cleveland,"Still, William Grant",Poem for Orchestra,3,,2,,1
Las Colinas,"Still, William Grant",Whipporwill's Shoes from Wood Notes,3,,2,,5
Memphis,"Still, William Grant",Festive Overture,3,,2,,3
River Oaks,"Still, William Grant",Darker America,3,,2,,5
Chicago Sinfonietta,"Subramaniam, Lakshminarayana",Shanti-Priya Concerto for violin and orchestra,3,,1,,4
Seattle,Takemitsu,Requiem for String Orchestra,3,,2,,1
Allentown,Tan Dun,Film Music Excerpts,3,,1,,3
Cape,Tan Dun,Internet Symphony,3,,1,,4
Cape,Tan Dun,Secret of Wind and Birds,3,,1,,4
